Time,X,Y,Z
0,200,200,0
0.001,199.99939739839579,200.00120219708322,0
0.002,199.99759115840993,200.00480556935065,0
0.0030000000000000001,199.99458356283986,200.01080527193392,0
0.0040000000000000001,199.99037680902074,200.01919643821438,0
0.0050000000000000001,199.98497300940221,200.02997417995701,0
0.0060000000000000001,199.97837419212325,200.04313358743826,0
0.0070000000000000001,199.97058230158831,200.05866972956892,0
0.0080000000000000002,199.96159919904142,200.0765776540122,0
0.0090000000000000011,199.95142666314072,200.0968523872962,0
0.01,199.94006639053214,200.11948893492192,0
0.010999999999999999,199.92751999642223,200.14448228146577,0
0.012,199.91378901515139,200.17182739067786,0
0.013000000000000001,199.89887490076532,200.20151920557512,0
0.014,199.88277902758699,200.23355264852992,0
0.014999999999999999,199.86550269078748,200.26792262135368,0
0.016,199.8470471069563,200.30462400537624,0
0.017000000000000001,199.82741341467147,200.34365166152085,0
0.018000000000000002,199.80660267506866,200.3850004303743,0
0.019,199.78461587241014,200.42866513225295,0
0.02,199.76145391465252,200.47464056726457,0
0.021000000000000001,199.73711763401499,200.52292151536554,0
0.021999999999999999,199.7116077875458,200.57350273641433,0
0.023,199.6849250576889,200.62637897022046,0
0.024,199.65707005284992,200.68154493658997,0
0.025000000000000001,199.62804330796129,200.73899533536607,0
0.026000000000000002,199.59784528504699,200.79872484646683,0
0.027,199.5664763737868,200.86072812991844,0
0.028000000000000001,199.53393689207974,200.92499982588467,0
0.029000000000000001,199.50022708660714,200.99153455469329,0
0.029999999999999999,199.46534713339472,201.06032691685749,0
0.031,199.42929713837478,201.13137149309529,0
0.032000000000000001,199.39207713794724,201.2046628443444,0
0.033000000000000002,199.35368709954039,201.28019551177377,0
0.034000000000000002,199.31412692217071,201.35796401679212,0
0.035000000000000003,199.27339643700239,201.43796286105263,0
0.036000000000000004,199.23149540790664,201.52018652645464,0
0.036999999999999998,199.18842353201956,201.60462947514233,0
0.037999999999999999,199.1441804403,201.69128614949952,0
0.039,199.09876569808668,201.78015097214228,0
0.040000000000000001,199.05217880565513,201.87121834590789,0
0.041000000000000002,199.00441919877332,201.96448265384086,0
0.042000000000000003,198.95548624925729,202.05993825917645,0
0.043000000000000003,198.90537926552599,202.15757950532102,0
0.043999999999999997,198.85409749315596,202.25740071582914,0
0.044999999999999998,198.80164011543428,202.35939619437912,0
0.045999999999999999,198.74800625391282,202.46356022474461,0
0.047,198.69319496896011,202.56988707076448,0
0.048000000000000001,198.63720526031415,202.67837097630974,0
0.049000000000000002,198.58003606763307,202.78900616524754,0
0.050000000000000003,198.52168627104709,202.90178684140389,0
0.051000000000000004,198.46215469170841,203.01670718852262,0
0.052000000000000005,198.40144009234137,203.13376137022297,0
0.052999999999999999,198.33954117779186,203.25294352995451,0
0.053999999999999999,198.27645659557609,203.37424779094971,0
0.055,198.21218493642914,203.49766825617488,0
0.056000000000000001,198.14672473485246,203.62319900827779,0
0.057000000000000002,198.08007446966153,203.75083410953522,0
0.058000000000000003,198.01223256453272,203.88056760179629,0
0.059000000000000004,197.94319738854884,204.01239350642524,0
0.059999999999999998,197.87296725674605,204.14630582424218,0
0.060999999999999999,197.80154043065804,204.28229853546128,0
0.062,197.72891511886144,204.4203655996279,0
0.063,197.65508947752002,204.56050095555347,0
0.064000000000000001,197.58006161092834,204.7026985212492,0
0.065000000000000002,197.50382957205503,204.84695219385753,0
0.066000000000000003,197.42639136308566,204.9932558495826,0
0.067000000000000004,197.34774493596518,205.1416033436185,0
0.068000000000000005,197.26788819293958,205.29198851007678,0
0.069000000000000006,197.18681898709733,205.44440516191213,0
0.070000000000000007,197.1045351229107,205.59884709084648,0
0.071000000000000008,197.02103435677509,205.75530806729199,0
0.072000000000000008,196.93631439755052,205.91378184027315,0
0.072999999999999995,196.85037290710005,206.07426213734678,0
0.073999999999999996,196.76320750082928,206.23674266452176,0
0.074999999999999997,196.67481574822506,206.40121710617672,0
0.075999999999999998,196.58519517339352,206.56767912497733,0
0.076999999999999999,196.49434325559773,206.7361223617925,0
0.078,196.40225742979555,206.90654043560912,0
0.079000000000000001,196.30893508717571,207.07892694344613,0
0.080000000000000002,196.21437357569499,207.25327546026813,0
0.081000000000000003,196.11857020061396,207.4295795388972,0
0.082000000000000003,196.02152222503236,207.60783270992471,0
0.083000000000000004,195.92322687042474,207.78802848162212,0
0.084000000000000005,195.8236813171749,207.97016033985093,0
0.085000000000000006,195.72288270511066,208.15422174797223,0
0.086000000000000007,195.62082813403725,208.34020614675543,0
0.087000000000000008,195.51751466427132,208.52810695428661,0
0.087999999999999995,195.41293931717402,208.71791756587578,0
0.088999999999999996,195.30709907568337,208.90963135396481,0
0.089999999999999997,195.19999088484735,209.10324166803355,0
0.090999999999999998,195.09161165235537,209.29874183450687,0
0.091999999999999998,194.98195824906963,209.49612515665984,0
0.092999999999999999,194.87102750955708,209.6953849145244,0
0.094,194.75881623261949,209.89651436479443,0
0.095000000000000001,194.64532118182424,210.09950674073082,0
0.096000000000000002,194.5305390860342,210.30435525206681,0
0.097000000000000003,194.41446663993776,210.51105308491304,0
0.098000000000000004,194.29710050457763,210.71959340166234,0
0.099000000000000005,194.17843730787996,210.92996934089436,0
0.10000000000000001,194.05847364518303,211.14217401728047,0
0.10100000000000001,193.93720607976542,211.35620052148917,0
0.10200000000000001,193.81463114337345,211.57204192009016,0
0.10300000000000001,193.69074533674896,211.78969125545996,0
0.10400000000000001,193.56554513015652,212.00914154568719,0
0.105,193.43902696390975,212.23038578447751,0
0.106,193.31118724889785,212.45341694105977,0
